Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price,Owned,Captained
1114209,4665795,Crocombe,Max,NZL,gameweek_off,goalkeeper,4.5,0.06,0.00
1114209,4665796,Paulsen,Alex,NZL,gameweek_off,goalkeeper,4,0.02,0.00
1114209,4665797,Woud,Michael,NZL,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4665798,Cacace,Liberato,NZL,gameweek_off,defender,4.5,0.04,0.00
1114209,4665799,Surman,Finn,NZL,gameweek_off,defender,4.5,0.00,0.00
1114209,4665802,Bell,Joe,NZL,gameweek_off,midfielder,5,0.06,0.01
1114209,4665804,Singh,Sarpreet,NZL,gameweek_off,midfielder,5,0.04,0.00
1114209,4665805,Rogerson,Logan,NZL,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665806,Elliot,Callan,NZL,gameweek_off,defender,4,0.01,0.00
1114209,4665807,Old,Ben,NZL,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665808,Stamenic,Marko,NZL,gameweek_off,midfielder,5,0.03,0.00
1114209,4665809,Boxall ,Michael,NZL,gameweek_off,defender,4,0.33,0.00
1114209,4665810,Rufer,Alex,NZL,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665811,de Vries,Francis,NZL,gameweek_off,defender,4.5,0.00,0.00
1114209,4665812,Just,Elijah,NZL,gameweek_off,midfielder,5.5,0.22,0.00
1114209,4665813,Payne,Tim,NZL,gameweek_off,defender,4.5,0.09,0.00
1114209,4665814,Thomas,Ryan,NZL,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665816,Bindon,Tyler,NZL,gameweek_off,defender,4.5,0.01,0.00
1114209,4665817,McCowatt,Callum,NZL,gameweek_off,midfielder,5,0.01,0.00
1114209,4665819,Wood ,Chris,NZL,gameweek_off,forward,6,2.70,0.00
1114209,4665820,Waine,Ben,NZL,gameweek_off,forward,5.5,0.01,0.00
1114209,4665822,Randall,Jesse,NZL,gameweek_off,midfielder,4.5,0.02,0.00
1114209,4665823,Bayliss,Lachlan,NZL,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665824,Barbarouses,Kosta,NZL,gameweek_off,forward,5,0.01,0.00
1114209,4665825,Selvik,Egil,NOR,expected,goalkeeper,5,0.01,0.00
1114209,4665826,Nyland,Orjan,NOR,unexpected,goalkeeper,5.5,1.85,0.00
1114209,4665830,Moller Wolfe,David ,NOR,expected,defender,6,1.27,0.00
1114209,4665831,Berge,Sander,NOR,expected,midfielder,6,0.29,0.00
1114209,4665832,Bjorkan,Fredrik,NOR,unexpected,defender,5,0.00,0.00
1114209,4665833,Heggem,Torbjorn,NOR,expected,defender,5.5,0.22,0.00
1114209,4665834,Ostigard,Leo,NOR,unexpected,defender,5,0.02,0.00
1114209,4665835,Pedersen,Marcus,NOR,expected,defender,5.5,0.01,0.00
1114209,4665836,Berg,Patrick,NOR,possible,midfielder,5.5,0.02,0.00
1114209,4665837,Ryerson,Julian,NOR,possible,defender,6,4.07,0.00
1114209,4665839,Ajer,Kristoffer,NOR,expected,defender,5.5,0.62,0.00
1114209,4665841,Odegaard,Martin,NOR,expected,midfielder,7,2.17,0.01
1114209,4665842,Aasgaard,Thelo,NOR,unexpected,midfielder,6.5,0.04,0.00
1114209,4665843,Strand Larsen,Jorgen,NOR,unexpected,forward,7.5,0.01,0.00
1114209,4665845,Hauge,Jens Petter ,NOR,unexpected,midfielder,6,0.02,0.00
1114209,4665847,Thorsby,Morten,NOR,unexpected,midfielder,5.5,0.00,0.00
1114209,4665848,Thorstvedt,Kristian,NOR,unexpected,midfielder,6,0.01,0.00
1114209,4665849,Haaland,Erling,NOR,expected,forward,11,21.82,3.12
1114209,4665850,Schjelderup,Andreas,NOR,unexpected,midfielder,6.5,0.02,0.00
1114209,4665851,Bobb ,Oscar,NOR,unexpected,midfielder,6.5,0.06,0.00
1114209,4665852,Nusa,Antonio,NOR,expected,midfielder,8,0.67,0.01
1114209,4665853,Sorloth,Alexander,NOR,expected,forward,8.5,0.44,0.01
1114209,4665855,Mejia,Luis,PAN,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665856,Samudio,Cesar,PAN,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4665857,Davis,Eric,PAN,gameweek_off,defender,4.5,0.04,0.00
1114209,4665858,Ramos,Jiovany,PAN,gameweek_off,defender,4,0.01,0.00
1114209,4665859,Blackman,Cesar,PAN,gameweek_off,defender,4,0.04,0.00
1114209,4665860,Andrade,Andres,PAN,gameweek_off,defender,4,0.22,0.00
1114209,4665861,Escobar,Fidel,PAN,gameweek_off,defender,4,0.01,0.00
1114209,4665862,Murillo,Amir,PAN,gameweek_off,defender,4.5,0.05,0.00
1114209,4665863,Cordoba,Jose,PAN,gameweek_off,defender,4,0.24,0.00
1114209,4665864,Gutierrez,Jorge,PAN,gameweek_off,defender,4,0.01,0.00
1114209,4665865,Mosquera,Orlando,PAN,gameweek_off,goalkeeper,4,0.84,0.00
1114209,4665866,Miller,Roderick,PAN,gameweek_off,defender,4,0.00,0.00
1114209,4665867,Carrasquilla,Adalberto,PAN,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665869,Harvey,Carlos,PAN,gameweek_off,midfielder,4.5,0.03,0.00
1114209,4665871,Martinez,Cristian,PAN,gameweek_off,midfielder,4.5,0.05,0.00
1114209,4665873,Godoy,Anibal,PAN,gameweek_off,midfielder,4.5,0.05,0.00
1114209,4665875,Rodriguez,Jose Luis,PAN,gameweek_off,midfielder,5.5,0.01,0.00
1114209,4665876,Barcenas,Yoel,PAN,gameweek_off,midfielder,5,0.01,0.00
1114209,4665877,Rodriguez,Tomas,PAN,gameweek_off,forward,4.5,0.20,0.00
1114209,4665878,Waterman,Cecilio,PAN,gameweek_off,forward,5,1.03,0.00
1114209,4665879,Fajardo,Jose,PAN,gameweek_off,forward,5.5,0.01,0.00
1114209,4665880,Diaz,Ismael,PAN,gameweek_off,midfielder,5.5,0.01,0.00
1114209,4665881,Londono,Azarias,PAN,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665882,Quintero,Alberto,PAN,gameweek_off,midfielder,5,0.00,0.00
1114209,4665883,Yanis,Cesar,PAN,gameweek_off,midfielder,5,0.00,0.00
1114209,4665885,Gill,Orlando,PAR,expected,goalkeeper,4.5,0.03,0.00
1114209,4665887,Fernandez,Roberto,PAR,unexpected,goalkeeper,4.5,0.29,0.00
1114209,4665889,Alonso,Junior,PAR,expected,defender,4.5,0.13,0.00
1114209,4665890,Gomez ,Gustavo,PAR,expected,defender,4.5,0.17,0.00
1114209,4665891,Alderete,Omar,PAR,unexpected,defender,5,0.19,0.00
1114209,4665892,Caceres,Juan Jose,PAR,expected,defender,4.5,0.26,0.00
1114209,4665894,Balbuena,Fabian,PAR,unexpected,defender,4.5,0.01,0.00
1114209,4665896,Velazquez,Gustavo,PAR,expected,defender,4.5,0.01,0.00
1114209,4665899,Galarza ,Matias,PAR,expected,midfielder,5,0.03,0.00
1114209,4665900,Enciso,Julio,PAR,expected,midfielder,7,0.09,0.00
1114209,4665901,Bobadilla,Damian,PAR,possible,midfielder,4.5,0.11,0.00
1114209,4665903,Cubas,Andres,PAR,expected,midfielder,4.5,0.30,0.00
1114209,4665904,Kaku,Kaku,PAR,unexpected,midfielder,5,0.01,0.00
1114209,4665906,Gomez,Diego,PAR,suspended,midfielder,6,0.27,0.00
1114209,4665909,Ojeda,Braian,PAR,unexpected,midfielder,4.5,0.00,0.00
1114209,4665910,Mauricio,Mauricio,PAR,expected,midfielder,5.5,0.00,0.00
1114209,4665912,Almiron,Miguel,PAR,expected,midfielder,6.5,0.83,0.00
1114209,4665913,Caballero,Gustavo,PAR,unexpected,midfielder,5,0.00,0.00
1114209,4665914,Pitta,Isidro,PAR,possible,forward,5,0.01,0.00
1114209,4665915,Arce ,Alex,PAR,unexpected,forward,5.5,0.01,0.00
1114209,4665916,Sosa,Ramon,PAR,unexpected,midfielder,6.5,0.05,0.00
1114209,4665917,Sanabria,Antonio,PAR,unexpected,forward,7.5,0.09,0.00
1114209,4665918,Avalos,Gabriel,PAR,expected,forward,6,0.06,0.00
1114209,4665920,Silva,Rui,POR,unexpected,goalkeeper,5.5,0.06,0.00
1114209,4665921,Nunes,Matheus,POR,unexpected,defender,6.5,0.33,0.01
1114209,4665922,Inacio,Goncalo,POR,unexpected,defender,6,1.10,0.00
1114209,4665923,Costa,Diogo,POR,expected,goalkeeper,6,8.95,0.01
1114209,4665924,Semedo,Nelson,POR,unexpected,defender,6,0.08,0.00
1114209,4665925,Mendes,Nuno,POR,expected,defender,6.5,21.80,0.03
1114209,4665926,Dias,Ruben,POR,expected,defender,6,3.12,0.00
1114209,4665927,Sa,Jose,POR,unexpected,goalkeeper,5.5,0.04,0.00
1114209,4665929,Cancelo,Joao,POR,expected,defender,6.5,8.62,0.01
1114209,4665930,Dalot,Diogo,POR,unexpected,defender,6,0.12,0.00
1114209,4665931,Veiga,Renato,POR,expected,defender,6,0.09,0.00
1114209,4665932,Araujo,Tomas,POR,unexpected,defender,5.5,0.04,0.00
1114209,4665933,Neves,Joao,POR,expected,midfielder,6,2.05,0.00
1114209,4665934,Fernandes,Bruno,POR,expected,midfielder,10,28.19,1.15
1114209,4665935,Vitinha,Vitinha,POR,expected,midfielder,6.5,3.57,0.02
1114209,4665936,Silva,Bernardo,POR,possible,midfielder,6.5,1.37,0.00
1114209,4665937,Neves,Ruben,POR,possible,midfielder,6,0.03,0.00
1114209,4665938,Trincao,Francisco,POR,unexpected,midfielder,7,0.01,0.00
1114209,4665940,Costa,Samu,POR,unexpected,midfielder,5.5,0.01,0.00
1114209,4665941,Leao,Rafael,POR,unexpected,midfielder,8,0.84,0.04
1114209,4665944,Conceicao,Francisco,POR,possible,midfielder,7,0.04,0.00
1114209,4665945,Neto,Pedro,POR,expected,midfielder,8,0.29,0.00
1114209,4665947,Guedes,Goncalo,POR,unexpected,midfielder,6,0.00,0.00
1114209,4665948,Ronaldo,Cristiano,POR,expected,forward,10.5,7.45,0.97
1114209,4665949,Ramos,Goncalo,POR,unexpected,forward,7.5,0.07,0.00
1114209,4665950,Felix,Joao,POR,expected,forward,8.5,0.10,0.01
1114209,4665951,Barsham,Meshaal,QAT,gameweek_off,goalkeeper,4.5,0.02,0.00
1114209,4665955,Mendes,Lucas,QAT,gameweek_off,defender,4.5,0.00,0.00
1114209,4665956,Al-Amin,Homam,QAT,gameweek_off,defender,4.5,0.00,0.00
1114209,4665958,Abunada,Mahmoud,QAT,gameweek_off,goalkeeper,4,0.02,0.00
1114209,4665959,Zakaria,Salah,QAT,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4665961,Abdurisag,Yusuf,QAT,gameweek_off,midfielder,5,0.00,0.00
1114209,4665962,Fathi,Ahmed,QAT,gameweek_off,midfielder,4.5,0.03,0.00
1114209,4665963,Al-Ganehi,Ahmed,QAT,gameweek_off,midfielder,5,0.01,0.00
1114209,4665964,Madibo,Assim,QAT,gameweek_off,midfielder,4.5,0.00,0.00
1114209,4665965,Miguel,Pedro,QAT,gameweek_off,defender,4.5,0.00,0.00
1114209,4665967,Gaber,Jassem,QAT,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665969,Khoukhi,Boualem,QAT,gameweek_off,defender,4.5,0.10,0.00
1114209,4665971,Edmilson Junior,Edmilson Junior,QAT,gameweek_off,midfielder,5,0.01,0.00
1114209,4665972,Hatim,Abdulaziz,QAT,gameweek_off,midfielder,5,0.00,0.00
1114209,4665973,Afif,Akram,QAT,gameweek_off,midfielder,6,0.27,0.00
1114209,4665974,Al-Brake,Sultan,QAT,gameweek_off,defender,4,0.01,0.00
1114209,4665977,Ali,Almoez,QAT,gameweek_off,forward,6,0.92,0.00
1114209,4665978,Muntari,Mohammed,QAT,gameweek_off,forward,5.5,0.00,0.00
1114209,4665979,Alaaeldin,Ahmed,QAT,gameweek_off,forward,5,0.00,0.00
1114209,4665980,Al-Haydos,Hasan,QAT,gameweek_off,midfielder,5.5,0.00,0.00
1114209,4665981,Al-Owais,Mohammed,KSA,gameweek_off,goalkeeper,4.5,0.11,0.00
1114209,4665982,Kadesh,Hassan,KSA,gameweek_off,defender,4.5,0.00,0.00
1114209,4665983,Lajami,Ali,KSA,gameweek_off,defender,4.5,0.01,0.00
1114209,4665984,Al-Aqidi,Nawaf,KSA,gameweek_off,goalkeeper,4,0.04,0.00
1114209,4665985,Tambakti,Hassan,KSA,gameweek_off,defender,4.5,0.03,0.00
1114209,4665986,Abdulhamid,Saud,KSA,gameweek_off,defender,4.5,0.04,0.00
1114209,4665987,Al-Kassar,Ahmed,KSA,gameweek_off,goalkeeper,4,0.00,0.00
1114209,4665990,Al-Amri,Abdulelah,KSA,gameweek_off,defender,4.5,0.05,0.00
1114209,4665991,Majrashi,Ali,KSA,gameweek_off,defender,4,0.00,0.00
1114209,4665992,Yahya,Ayman,KSA,gameweek_off,defender,4,0.01,0.00
1114209,4665994,Kanno,Mohamed,KSA,gameweek_off,midfielder,5,0.01,0.00
1114209,4665996,Al-Khaibari,Abdullah,KSA,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4665997,Al-Dawsari,Nasser,KSA,gameweek_off,midfielder,4.5,0.20,0.00
1114209,4666000,Al-Dawsari,Salem,KSA,gameweek_off,midfielder,6,0.31,0.01
1114209,4666001,Al-Juwayr,Musab,KSA,gameweek_off,midfielder,5,0.02,0.00
1114209,4666005,Al-Buraikan,Firas,KSA,gameweek_off,forward,6,1.11,0.00
1114209,4666007,Al-Shehri,Saleh,KSA,gameweek_off,forward,5.5,0.00,0.00
1114209,4666010,Al-Hamdan,Abdullah,KSA,gameweek_off,forward,5,0.00,0.00
1114209,4666011,Hendry,Jack,SCO,gameweek_off,defender,4,0.58,0.00
1114209,4666013,Christie,Ryan,SCO,gameweek_off,midfielder,6.5,0.92,0.01
1114209,4666014,McGinn,John,SCO,gameweek_off,midfielder,6.5,2.07,0.02
1114209,4666016,Gunn ,Angus,SCO,gameweek_off,goalkeeper,4.5,1.48,0.01
1114209,4666017,Ferguson,Lewis,SCO,gameweek_off,midfielder,5.5,0.07,0.01
1114209,4666020,Hanley,Grant,SCO,gameweek_off,defender,4.5,0.02,0.00
1114209,4666021,Doak,Ben,SCO,gameweek_off,midfielder,6,0.43,0.00
1114209,4666022,McLean,Kenny,SCO,gameweek_off,midfielder,5,0.02,0.00
1114209,4666024,McTominay,Scott,SCO,gameweek_off,midfielder,7.5,3.48,0.09
1114209,4666025,Patterson,Nathan,SCO,gameweek_off,defender,4.5,0.01,0.00
1114209,4666026,Gordon,Craig,SCO,gameweek_off,goalkeeper,4,1.09,0.00
1114209,4666027,McKenna,Scott,SCO,gameweek_off,defender,4.5,0.26,0.00
1114209,4666028,Tierney,Kieran,SCO,gameweek_off,defender,4.5,0.04,0.00
1114209,4666029,Kelly,Liam,SCO,gameweek_off,goalkeeper,4,0.01,0.00
1114209,4666030,Hickey,Aaron,SCO,gameweek_off,defender,4.5,0.55,0.01
1114209,4666031,Robertson,Andrew,SCO,gameweek_off,defender,5,2.70,0.01
1114209,4666032,Ralston,Anthony,SCO,gameweek_off,defender,4.5,0.00,0.00
1114209,4666033,Souttar,John,SCO,gameweek_off,defender,4.5,0.11,0.00
1114209,4666034,Curtis,Findlay,SCO,gameweek_off,midfielder,4.5,0.05,0.00
1114209,4666036,Shankland,Lawrence,SCO,gameweek_off,forward,5.5,0.63,0.01
1114209,4666038,Dykes,Lyndon,SCO,gameweek_off,forward,6,0.08,0.00
1114209,4666039,Hirst,George,SCO,gameweek_off,forward,5,0.01,0.00
1114209,4666040,Adams,Che,SCO,gameweek_off,forward,7,1.03,0.01
1114209,4666041,Diouf,Yehvann,SEN,unexpected,goalkeeper,4,0.06,0.00
1114209,4666042,Diouf,El Hadji Malick ,SEN,expected,defender,5,1.30,0.01
1114209,4666043,Mendy,Edouard,SEN,injured,goalkeeper,5,0.72,0.00
1114209,4666045,Mendy,Antoine,SEN,unexpected,defender,4.5,0.00,0.00
1114209,4666046,Diaw,Mory,SEN,expected,goalkeeper,4.5,0.11,0.00
1114209,4666047,Jakobs,Ismail,SEN,possible,defender,5,0.01,0.00
1114209,4666048,Niakhate,Moussa,SEN,expected,defender,5,0.22,0.00
1114209,4666049,Koulibaly,Kalidou,SEN,expected,defender,5,0.35,0.00
1114209,4666053,Diatta,Krepin,SEN,expected,midfielder,5,0.06,0.00
1114209,4666054,Ciss,Pathe,SEN,unexpected,midfielder,5,0.00,0.00
1114209,4666055,Sarr,Mamadou,SEN,unexpected,defender,5,0.02,0.00
1114209,4666056,Sarr,Ismaila,SEN,expected,midfielder,7,5.14,0.65
1114209,4666057,Camara,Lamine,SEN,expected,midfielder,5.5,0.01,0.00
1114209,4666058,Mane,Sadio,SEN,expected,midfielder,8,2.93,0.54
1114209,4666059,Diao ,Assane,SEN,unexpected,midfielder,5,0.00,0.00
1114209,4666060,Sarr,Pape Matar ,SEN,unexpected,midfielder,5.5,0.02,0.00
1114209,4666061,Seck,Abdoulaye,SEN,unexpected,defender,5,0.01,0.00
1114209,4666063,Mbaye,Ibrahim,SEN,possible,midfielder,6,0.01,0.00
1114209,4666064,Gueye,Idrissa,SEN,expected,midfielder,5,0.16,0.00
1114209,4666065,Ndiaye,Iliman,SEN,unexpected,midfielder,6.5,0.03,0.00
1114209,4666066,Gueye,Pape,SEN,expected,midfielder,5.5,0.09,0.00
1114209,4666067,Diarra,Habib,SEN,unexpected,midfielder,5,0.10,0.00
1114209,4666069,Ndiaye,Cherif,SEN,unexpected,forward,6.5,0.16,0.00
1114209,4666071,Jackson,Nicolas,SEN,expected,forward,7.5,3.15,0.29
1114209,4666073,Dieng,Bamba,SEN,unexpected,forward,5.5,0.03,0.00
1114209,4666074,Chaine,Sipho,RSA,bench,goalkeeper,4,0.01,0.00
1114209,4666075,Mudau,Khuliso,RSA,confirmed,defender,4.5,0.03,0.00
1114209,4666076,Modiba,Aubrey,RSA,confirmed,defender,4.5,0.01,0.00
1114209,4666080,Mbokazi,Mbekezeli,RSA,confirmed,defender,4.5,0.04,0.00
1114209,4666081,Williams,Ronwen,RSA,confirmed,goalkeeper,4.5,0.09,0.00
1114209,4666082,Sibisi,Nkosinathi,RSA,bench,defender,4.5,0.00,0.00
1114209,4666083,Goss,Ricardo,RSA,bench,goalkeeper,4,0.01,0.00
1114209,4666084,Okon,Ime,RSA,confirmed,defender,4.5,0.00,0.00
1114209,4666085,Ndamane,Khulumani,RSA,bench,defender,4,0.01,0.00
1114209,4666086,Sithole,Yaya,RSA,confirmed,midfielder,4.5,0.01,0.00
1114209,4666087,Matuludi,Thabang,RSA,bench,defender,4,0.00,0.00
1114209,4666090,Mbatha,Thalente,RSA,bench,midfielder,4.5,0.02,0.00
1114209,4666091,Mokoena,Teboho,RSA,confirmed,midfielder,4.5,0.16,0.00
1114209,4666092,Kabini,Samukelo,RSA,bench,defender,4,0.00,0.00
1114209,4666093,Adams,Jayden,RSA,bench,midfielder,4.5,0.01,0.00
1114209,4666094,Zwane,Themba,RSA,refuted,midfielder,5,0.00,0.00
1114209,4666095,Appollis,Oswin,RSA,confirmed,midfielder,5.5,0.01,0.00
1114209,4666097,Moremi,Tshepang,RSA,bench,midfielder,5,0.03,0.00
1114209,4666098,Mofokeng,Relebohile,RSA,confirmed,midfielder,4.5,0.02,0.00
1114209,4666100,Maseko,Thapelo,RSA,confirmed,midfielder,5,0.00,0.00
1114209,4666102,Foster,Lyle,RSA,bench,forward,6,1.04,0.00
1114209,4666103,Makgopa,Evidence,RSA,confirmed,forward,5.5,0.00,0.00
1114209,4666104,Rayners,Iqraam,RSA,bench,forward,5,0.18,0.00
1114209,4666106,Kim,Min-jae,KOR,gameweek_off,defender,4.5,0.86,0.00
1114209,4666107,Jo,Hyeon-woo,KOR,gameweek_off,goalkeeper,4.5,0.01,0.00
1114209,4666108,Lee,Tae-seok,KOR,gameweek_off,defender,4.5,0.14,0.00
1114209,4666109,Song,Bum-keun,KOR,gameweek_off,goalkeeper,4,0.02,0.00
1114209,4666112,Kim,Seung-gyu,KOR,gameweek_off,goalkeeper,4,10.65,0.02
1114209,4666113,Seol,Young-woo,KOR,gameweek_off,defender,4.5,0.34,0.01
1114209,4666115,Lee,Jae-sung,KOR,gameweek_off,midfielder,6.5,0.98,0.00
1114209,4666116,Lee,Kang-in,KOR,gameweek_off,midfielder,6.5,1.51,0.02
1114209,4666117,Hwang ,In-beom,KOR,gameweek_off,midfielder,5.5,0.97,0.01
1114209,4666118,Lee,Han-beom,KOR,gameweek_off,defender,4,6.93,0.00
1114209,4666120,Paik,Seung-ho,KOR,gameweek_off,midfielder,5,0.02,0.00
1114209,4666122,Kim,Moon-hwan,KOR,gameweek_off,defender,4,0.14,0.00
1114209,4666124,Park,Jin-seob,KOR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4666125,Kim,Jin-gyu,KOR,gameweek_off,midfielder,5,0.01,0.00
1114209,4666127,Cho,Gue-sung,KOR,gameweek_off,forward,5.5,0.01,0.00
1114209,4666128,Eom,Ji-sung,KOR,gameweek_off,midfielder,5,0.00,0.00
1114209,4666129,Son,Heung-min,KOR,gameweek_off,forward,7,2.98,0.12
1114209,4666130,Bae,Jun-ho,KOR,gameweek_off,midfielder,5,0.01,0.00
1114209,4666131,Oh,Hyeon-gyu,KOR,gameweek_off,forward,6,0.05,0.00
1114209,4666132,Yang,Hyun-jun,KOR,gameweek_off,midfielder,4.5,0.01,0.00
1114209,4666133,Hwang,Hee-chan,KOR,gameweek_off,midfielder,6,0.29,0.00
1114209,4666136,Kim,Tae-hyeon,KOR,gameweek_off,defender,4,1.68,0.03
1114209,4666137,Simon,Unai,ESP,expected,goalkeeper,6.5,14.45,0.09
1114209,4666138,Raya,David,ESP,unexpected,goalkeeper,6,0.40,0.01
1114209,4666139,Garcia,Joan,ESP,unexpected,goalkeeper,5.5,0.01,0.00
1114209,4666140,Porro,Pedro,ESP,expected,defender,7,6.52,0.01
1114209,4666141,Llorente,Marcos,ESP,possible,defender,6.5,0.70,0.00
1114209,4666147,Laporte,Aymeric,ESP,expected,defender,6.5,8.10,0.01
1114209,4666148,Zubimendi,Martin,ESP,unexpected,midfielder,6.5,0.04,0.00
1114209,4666150,Cucurella,Marc,ESP,expected,defender,7,29.54,0.06
1114209,4666151,Cubarsi,Pau,ESP,expected,defender,6.5,6.81,0.00
1114209,4666152,Ruiz,Fabian,ESP,expected,midfielder,6.5,2.17,0.01
1114209,4666153,Williams,Nico,ESP,possible,midfielder,9,1.32,0.01
1114209,4666154,Grimaldo,Alejandro,ESP,unexpected,defender,7,0.26,0.00
1114209,4666155,Merino,Mikel,ESP,unexpected,midfielder,9.5,0.14,0.01
1114209,4666156,Rodri,Rodri,ESP,expected,midfielder,6.5,1.84,0.01
1114209,4666158,Olmo,Dani,ESP,unexpected,midfielder,8.5,1.15,0.03
1114209,4666159,Yamal,Lamine,ESP,expected,midfielder,11,19.07,2.85
1114209,4666160,Pedri,Pedri,ESP,expected,midfielder,7,4.84,0.01
1114209,4666162,Iglesias,Borja,ESP,unexpected,forward,6.5,0.06,0.00
1114209,4666163,Pino,Yeremy,ESP,unexpected,midfielder,8,0.00,0.00
1114209,4666164,Torres,Ferran,ESP,possible,forward,9,1.00,0.07
1114209,4666165,Oyarzabal,Mikel,ESP,expected,forward,10.5,30.76,2.27
1114209,4666168,Baena,Alex,ESP,expected,midfielder,8,0.01,0.00
1114209,4666169,Johansson,Viktor,SWE,unexpected,goalkeeper,4.5,0.01,0.00
1114209,4666172,Nordfelt,Kristoffer,SWE,unexpected,goalkeeper,4.5,0.51,0.00
1114209,4666173,Hien,Isak,SWE,injured,defender,4.5,0.07,0.00
1114209,4666174,Svensson,Daniel,SWE,unexpected,defender,4.5,0.27,0.00
1114209,4666175,Ekdal,Hjalmar,SWE,unexpected,defender,4,0.04,0.00
1114209,4666176,Lindelof,Victor,SWE,expected,defender,4.5,0.54,0.00
1114209,4666177,Starfelt,Carl,SWE,possible,defender,4.5,0.00,0.00
1114209,4666178,Gudmundsson,Gabriel,SWE,expected,defender,4.5,0.40,0.00
1114209,4666179,Lagerbielke,Gustaf,SWE,expected,defender,4.5,0.08,0.00
1114209,4666182,Sema,Ken,SWE,unexpected,midfielder,5.5,0.01,0.00
1114209,4666183,Bergvall,Lucas,SWE,possible,midfielder,4.5,0.27,0.00
1114209,4666186,Ayari,Yasin,SWE,expected,midfielder,5.5,0.99,0.01
1114209,4666188,Zeneli,Besfort,SWE,unexpected,midfielder,4.5,0.00,0.00
1114209,4666189,Karlstrom,Jesper,SWE,expected,midfielder,4.5,0.65,0.00
1114209,4666192,Elanga,Anthony,SWE,expected,midfielder,7,0.41,0.00
1114209,4666194,Nygren,Benjamin,SWE,possible,midfielder,7,0.04,0.01
1114209,4666195,Bernardsson,Alexander,SWE,expected,midfielder,5,0.02,0.00
1114209,4666198,Isak,Alexander,SWE,expected,forward,7.5,1.96,0.06
1114209,4666199,Gyokeres,Victor,SWE,expected,forward,8,3.39,0.09
1114209,4666200,Nilsson,Gustaf,SWE,unexpected,forward,6,0.01,0.00
1114209,4666201,Elvedi,Nico,SUI,expected,defender,5,3.93,0.01
1114209,4666202,Zakaria,Denis,SUI,unexpected,midfielder,5,0.02,0.00
1114209,4666204,Aebischer,Michel,SUI,unexpected,midfielder,5,0.39,0.00
1114209,4666205,Xhaka,Granit,SUI,expected,midfielder,6.5,3.12,0.01
1114209,4666206,Muheim,Miro,SUI,unexpected,defender,4.5,0.01,0.00
1114209,4666207,Kobel,Gregor,SUI,expected,goalkeeper,5,13.96,0.01
1114209,4666208,Manzambi,Johan,SUI,expected,midfielder,5.5,0.57,0.02
1114209,4666209,Rodriguez,Ricardo,SUI,expected,defender,5.5,2.70,0.00
1114209,4666210,Jaquez,Luca,SUI,expected,defender,4.5,0.01,0.00
1114209,4666211,Comert,Eray,SUI,unexpected,defender,5,0.00,0.00
1114209,4666212,Keller,Marvin,SUI,unexpected,goalkeeper,4,0.06,0.00
1114209,4666214,Mvogo,Yvon,SUI,unexpected,goalkeeper,4.5,0.06,0.00
1114209,4666215,Widmer,Silvan,SUI,unexpected,defender,5.5,1.18,0.00
1114209,4666216,Akanji,Manuel,SUI,expected,defender,5,6.55,0.00
1114209,4666217,Rieder,Fabian,SUI,unexpected,midfielder,6,0.11,0.00
1114209,4666220,Sow,Djibril,SUI,expected,midfielder,4.5,0.04,0.00
1114209,4666221,Freuler,Remo,SUI,expected,midfielder,6.5,1.18,0.01
1114209,4666222,Amenda,Aurele,SUI,unexpected,defender,4.5,0.00,0.00
1114209,4666225,Ndoye,Dan,SUI,unexpected,midfielder,8,1.84,0.04
1114209,4666226,Jashari,Ardon,SUI,unexpected,midfielder,5,0.00,0.00
1114209,4666227,Okafor,Noah,SUI,unexpected,midfielder,6.5,0.02,0.00
1114209,4666228,Vargas,Ruben,SUI,expected,midfielder,7.5,0.52,0.01
1114209,4666229,Embolo,Breel,SUI,expected,forward,8.5,6.06,0.11
1114209,4666230,Amdouni,Zeki,SUI,unexpected,forward,7,0.01,0.00
1114209,4666232,Neffati,Moutaz,TUN,gameweek_off,defender,4,0.01,0.00
1114209,4666233,Talbi,Montassar,TUN,gameweek_off,defender,4.5,0.07,0.00
1114209,4666235,Abdi,Ali,TUN,gameweek_off,defender,4.5,0.19,0.00
1114209,4666238,Bronn,Dylan,TUN,gameweek_off,defender,4.5,0.01,0.00
1114209,4666239,Ben Hamida,Mohamed Amine ,TUN,gameweek_off,defender,4,0.00,0.00
1114209,4666241,Valery,Yan,TUN,gameweek_off,defender,4.5,0.00,0.00
1114209,4666242,Dahmen,Aymen,TUN,gameweek_off,goalkeeper,4.5,0.09,0.00
